row.names age smoker cigscat death follow freq
1 35 0 0 1 1     1
2 36 0 0 1 1     3
3 37 0 0 1 1     2
4 38 0 0 1 1     2
5 39 0 0 1 1     1
6 40 0 0 1 1     1
7 41 0 0 1 1     4
8 42 0 0 1 1     4
9 43 0 0 1 1     3
10 44 0 0 1 1     4
11 45 0 0 1 1     4
12 46 0 0 1 1    11
13 47 0 0 1 1    12
14 48 0 0 1 1    10
15 49 0 0 1 1    15
16 50 0 0 1 1    13
17 51 0 0 1 1    26
18 52 0 0 1 1    28
19 53 0 0 1 1    13
20 54 0 0 1 1    18
21 55 0 0 1 1    23
22 56 0 0 1 1    24
23 57 0 0 1 1    24
24 58 0 0 1 1    31
25 59 0 0 1 1    36
26 60 0 0 1 1    37
27 61 0 0 1 1    24
28 62 0 0 1 1    38
29 63 0 0 1 1    25
30 64 0 0 1 1    49
31 65 0 0 1 1    41
32 66 0 0 1 1    50
33 67 0 0 1 1    56
34 68 0 0 1 1    57
35 69 0 0 1 1    51
36 70 0 0 1 1    54
37 71 0 0 1 1    46
38 72 0 0 1 1    74
39 73 0 0 1 1    61
40 74 0 0 1 1    50
41 75 0 0 1 1    65
42 76 0 0 1 1    57
43 77 0 0 1 1    41
44 78 0 0 1 1    55
45 79 0 0 1 1    45
46 80 0 0 1 1    41
47 40 1 1 1 1     1
48 42 1 1 1 1     2
49 44 1 1 1 1     1
50 46 1 1 1 1     3
51 47 1 1 1 1     6
52 48 1 1 1 1     2
53 49 1 1 1 1     3
54 51 1 1 1 1     3
55 52 1 1 1 1     1
56 53 1 1 1 1     3
57 54 1 1 1 1     4
58 55 1 1 1 1     7
59 56 1 1 1 1     2
60 57 1 1 1 1     2
61 58 1 1 1 1     6
62 59 1 1 1 1     5
63 60 1 1 1 1     7
64 61 1 1 1 1     7
65 62 1 1 1 1     6
66 63 1 1 1 1     6
67 64 1 1 1 1    10
68 65 1 1 1 1     6
69 66 1 1 1 1     5
70 67 1 1 1 1    10
71 68 1 1 1 1     4
72 69 1 1 1 1     7
73 70 1 1 1 1     2
74 71 1 1 1 1     6
75 72 1 1 1 1     2
76 73 1 1 1 1     9
77 74 1 1 1 1     5
78 75 1 1 1 1     2
79 76 1 1 1 1     4
80 77 1 1 1 1     1
81 78 1 1 1 1     2
82 79 1 1 1 1     3
83 80 1 1 1 1     3
84 36 1 2 1 1     1
85 37 1 2 1 1     1
86 39 1 2 1 1     2
87 40 1 2 1 1     2
88 41 1 2 1 1     2
89 42 1 2 1 1     1
90 43 1 2 1 1     1
91 44 1 2 1 1     3
92 45 1 2 1 1     5
93 46 1 2 1 1     6
94 47 1 2 1 1    13
95 48 1 2 1 1    12
96 49 1 2 1 1     7
97 50 1 2 1 1     5
98 51 1 2 1 1     7
99 52 1 2 1 1     9
100 53 1 2 1 1    11
101 54 1 2 1 1    10
102 55 1 2 1 1    18
103 56 1 2 1 1     9
104 57 1 2 1 1     8
105 58 1 2 1 1    15
106 59 1 2 1 1    14
107 60 1 2 1 1    12
108 61 1 2 1 1    13
109 62 1 2 1 1    20
110 63 1 2 1 1    13
111 64 1 2 1 1    16
112 65 1 2 1 1    10
113 66 1 2 1 1    11
114 67 1 2 1 1    13
115 68 1 2 1 1    12
116 69 1 2 1 1    13
117 70 1 2 1 1     7
118 71 1 2 1 1    11
119 72 1 2 1 1     6
120 73 1 2 1 1     8
121 74 1 2 1 1     2
122 75 1 2 1 1     5
123 76 1 2 1 1     5
124 77 1 2 1 1     2
125 78 1 2 1 1     1
126 79 1 2 1 1     2
127 50 0 0 2 1     2
128 52 0 0 2 1     1
129 56 0 0 2 1     2
130 58 0 0 2 1     1
131 60 0 0 2 1     1
132 63 0 0 2 1     1
133 64 0 0 2 1     1
134 66 0 0 2 1     3
135 67 0 0 2 1     2
136 68 0 0 2 1     2
137 69 0 0 2 1     1
138 70 0 0 2 1     3
139 71 0 0 2 1     1
140 72 0 0 2 1     1
141 73 0 0 2 1     1
142 76 0 0 2 1     1
143 78 0 0 2 1     2
144 79 0 0 2 1     1
145 50 1 1 2 1     1
146 53 1 1 2 1     1
147 54 1 1 2 1     1
148 55 1 1 2 1     1
149 57 1 1 2 1     1
150 60 1 1 2 1     1
151 63 1 1 2 1     1
152 66 1 1 2 1     1
153 67 1 1 2 1     2
154 68 1 1 2 1     2
155 69 1 1 2 1     1
156 70 1 1 2 1     1
157 45 1 2 2 1     2
158 47 1 2 2 1     3
159 50 1 2 2 1     3
160 51 1 2 2 1     4
161 52 1 2 2 1     2
162 53 1 2 2 1     2
163 54 1 2 2 1     4
164 56 1 2 2 1     2
165 57 1 2 2 1     3
166 58 1 2 2 1     1
167 59 1 2 2 1     4
168 60 1 2 2 1     4
169 61 1 2 2 1     3
170 62 1 2 2 1     2
171 63 1 2 2 1     1
172 64 1 2 2 1     3
173 65 1 2 2 1     4
174 66 1 2 2 1     3
175 67 1 2 2 1     3
176 68 1 2 2 1     1
177 69 1 2 2 1     1
178 70 1 2 2 1     2
179 71 1 2 2 1     2
180 72 1 2 2 1     1
181 73 1 2 2 1     2
182 75 1 2 2 1     2
183 76 1 2 2 1     1
184 77 1 2 2 1     1
185 78 1 2 2 1     1
186 80 1 2 2 1     1
187 35 0 0 1 2     3
188 36 0 0 1 2     1
189 38 0 0 1 2     3
190 39 0 0 1 2     1
191 40 0 0 1 2     6
192 41 0 0 1 2     5
193 42 0 0 1 2    10
194 43 0 0 1 2     4
195 44 0 0 1 2     6
196 45 0 0 1 2    10
197 46 0 0 1 2     9
198 47 0 0 1 2    19
199 48 0 0 1 2    11
200 49 0 0 1 2    14
201 50 0 0 1 2    12
202 51 0 0 1 2    18
203 52 0 0 1 2    22
204 53 0 0 1 2    26
205 54 0 0 1 2    25
206 55 0 0 1 2    28
207 56 0 0 1 2    22
208 57 0 0 1 2    37
209 58 0 0 1 2    41
210 59 0 0 1 2    33
211 60 0 0 1 2    48
212 61 0 0 1 2    50
213 62 0 0 1 2    55
214 63 0 0 1 2    53
215 64 0 0 1 2    62
216 65 0 0 1 2    51
217 66 0 0 1 2    53
218 67 0 0 1 2    64
219 68 0 0 1 2    49
220 69 0 0 1 2    68
221 70 0 0 1 2    67
222 71 0 0 1 2    54
223 72 0 0 1 2    67
224 73 0 0 1 2    71
225 74 0 0 1 2    85
226 75 0 0 1 2    56
227 76 0 0 1 2    65
228 77 0 0 1 2    74
229 78 0 0 1 2    67
230 79 0 0 1 2    64
231 80 0 0 1 2    57
232 36 1 1 1 2     1
233 40 1 1 1 2     1
234 41 1 1 1 2     1
235 44 1 1 1 2     2
236 45 1 1 1 2     1
237 46 1 1 1 2     2
238 47 1 1 1 2     4
239 48 1 1 1 2     1
240 49 1 1 1 2     5
241 50 1 1 1 2     7
242 51 1 1 1 2     2
243 52 1 1 1 2     4
244 53 1 1 1 2     5
245 54 1 1 1 2     5
246 55 1 1 1 2     2
247 56 1 1 1 2     2
248 57 1 1 1 2     3
249 58 1 1 1 2     5
250 59 1 1 1 2     6
251 60 1 1 1 2     5
252 61 1 1 1 2     7
253 62 1 1 1 2     8
254 63 1 1 1 2    11
255 64 1 1 1 2     9
256 65 1 1 1 2    12
257 66 1 1 1 2    12
258 67 1 1 1 2     5
259 68 1 1 1 2     8
260 69 1 1 1 2     5
261 70 1 1 1 2     8
262 71 1 1 1 2    10
263 72 1 1 1 2     3
264 73 1 1 1 2     8
265 74 1 1 1 2     4
266 75 1 1 1 2     6
267 76 1 1 1 2     4
268 77 1 1 1 2     5
269 78 1 1 1 2     2
270 79 1 1 1 2     1
271 80 1 1 1 2     5
272 37 1 2 1 2     1
273 40 1 2 1 2     3
274 41 1 2 1 2     1
275 42 1 2 1 2     1
276 43 1 2 1 2     1
277 44 1 2 1 2     4
278 45 1 2 1 2     6
279 46 1 2 1 2    10
280 47 1 2 1 2     3
281 48 1 2 1 2     6
282 49 1 2 1 2     9
283 50 1 2 1 2    13
284 51 1 2 1 2     7
285 52 1 2 1 2    11
286 53 1 2 1 2     8
287 54 1 2 1 2    10
288 55 1 2 1 2    13
289 56 1 2 1 2    15
290 57 1 2 1 2    16
291 58 1 2 1 2    18
292 59 1 2 1 2    18
293 60 1 2 1 2    17
294 61 1 2 1 2    18
295 62 1 2 1 2    22
296 63 1 2 1 2    15
297 64 1 2 1 2    21
298 65 1 2 1 2    14
299 66 1 2 1 2    14
300 67 1 2 1 2    17
301 68 1 2 1 2    17
302 69 1 2 1 2    12
303 70 1 2 1 2    11
304 71 1 2 1 2    12
305 72 1 2 1 2    16
306 73 1 2 1 2    12
307 74 1 2 1 2     7
308 75 1 2 1 2    12
309 76 1 2 1 2     5
310 77 1 2 1 2     6
311 78 1 2 1 2     3
312 79 1 2 1 2     5
313 80 1 2 1 2     1
314 48 0 0 2 2     1
315 49 0 0 2 2     1
316 50 0 0 2 2     1
317 52 0 0 2 2     2
318 53 0 0 2 2     1
319 54 0 0 2 2     2
320 55 0 0 2 2     1
321 57 0 0 2 2     1
322 58 0 0 2 2     2
323 60 0 0 2 2     1
324 62 0 0 2 2     2
325 63 0 0 2 2     4
326 64 0 0 2 2     2
327 65 0 0 2 2     3
328 68 0 0 2 2     4
329 69 0 0 2 2     2
330 70 0 0 2 2     4
331 71 0 0 2 2     1
332 72 0 0 2 2     1
333 73 0 0 2 2     1
334 74 0 0 2 2     1
335 76 0 0 2 2     1
336 77 0 0 2 2     2
337 79 0 0 2 2     1
338 80 0 0 2 2     1
339 46 1 1 2 2     1
340 49 1 1 2 2     1
341 51 1 1 2 2     2
342 53 1 1 2 2     2
343 54 1 1 2 2     1
344 55 1 1 2 2     1
345 56 1 1 2 2     2
346 57 1 1 2 2     2
347 58 1 1 2 2     1
348 59 1 1 2 2     1
349 60 1 1 2 2     1
350 61 1 1 2 2     3
351 62 1 1 2 2     2
352 64 1 1 2 2     1
353 67 1 1 2 2     2
354 68 1 1 2 2     4
355 69 1 1 2 2     1
356 70 1 1 2 2     1
357 72 1 1 2 2     1
358 73 1 1 2 2     2
359 79 1 1 2 2     1
360 40 1 2 2 2     1
361 44 1 2 2 2     1
362 45 1 2 2 2     3
363 46 1 2 2 2     3
364 47 1 2 2 2     3
365 48 1 2 2 2     2
366 49 1 2 2 2     3
367 51 1 2 2 2     2
368 52 1 2 2 2     1
369 53 1 2 2 2     3
370 54 1 2 2 2     7
371 55 1 2 2 2     3
372 56 1 2 2 2     6
373 57 1 2 2 2     4
374 58 1 2 2 2     5
375 59 1 2 2 2     7
376 60 1 2 2 2     6
377 61 1 2 2 2     2
378 62 1 2 2 2     2
379 63 1 2 2 2     7
380 64 1 2 2 2     7
381 65 1 2 2 2     1
382 66 1 2 2 2     3
383 67 1 2 2 2     3
384 68 1 2 2 2     2
385 69 1 2 2 2     1
386 70 1 2 2 2     4
387 71 1 2 2 2     1
388 72 1 2 2 2     1
389 73 1 2 2 2     2
390 74 1 2 2 2     1
391 75 1 2 2 2     1
392 80 1 2 2 2     1
393 35 0 0 1 3     2
394 36 0 0 1 3     1
395 37 0 0 1 3     1
396 38 0 0 1 3     3
397 39 0 0 1 3     3
398 40 0 0 1 3     4
399 41 0 0 1 3     1
400 42 0 0 1 3     4
401 43 0 0 1 3     6
402 44 0 0 1 3     6
403 45 0 0 1 3    14
404 46 0 0 1 3    17
405 47 0 0 1 3    21
406 48 0 0 1 3    16
407 49 0 0 1 3    22
408 50 0 0 1 3    17
409 51 0 0 1 3    17
410 52 0 0 1 3    15
411 53 0 0 1 3    25
412 54 0 0 1 3    30
413 55 0 0 1 3    29
414 56 0 0 1 3    36
415 57 0 0 1 3    51
416 58 0 0 1 3    48
417 59 0 0 1 3    40
418 60 0 0 1 3    48
419 61 0 0 1 3    57
420 62 0 0 1 3    45
421 63 0 0 1 3    52
422 64 0 0 1 3    56
423 65 0 0 1 3    46
424 66 0 0 1 3    69
425 67 0 0 1 3    63
426 68 0 0 1 3    69
427 69 0 0 1 3    71
428 70 0 0 1 3    59
429 71 0 0 1 3    64
430 72 0 0 1 3    73
431 73 0 0 1 3    78
432 74 0 0 1 3    85
433 75 0 0 1 3    90
434 76 0 0 1 3    86
435 77 0 0 1 3    66
436 78 0 0 1 3    61
437 79 0 0 1 3    90
438 80 0 0 1 3    55
439 36 1 1 1 3     1
440 38 1 1 1 3     1
441 41 1 1 1 3     1
442 43 1 1 1 3     1
443 45 1 1 1 3     3
444 46 1 1 1 3     7
445 47 1 1 1 3     2
446 48 1 1 1 3     1
447 49 1 1 1 3     2
448 50 1 1 1 3     5
449 51 1 1 1 3     6
450 52 1 1 1 3     3
451 53 1 1 1 3     4
452 54 1 1 1 3     5
453 55 1 1 1 3     5
454 56 1 1 1 3     2
455 57 1 1 1 3     9
456 58 1 1 1 3     4
457 59 1 1 1 3     6
458 60 1 1 1 3    10
459 61 1 1 1 3     7
460 62 1 1 1 3     9
461 63 1 1 1 3     7
462 64 1 1 1 3    12
463 65 1 1 1 3     6
464 66 1 1 1 3    12
465 67 1 1 1 3    15
466 68 1 1 1 3    14
467 69 1 1 1 3    10
468 70 1 1 1 3    12
469 71 1 1 1 3     7
470 72 1 1 1 3    10
471 73 1 1 1 3     8
472 74 1 1 1 3     3
473 75 1 1 1 3     3
474 76 1 1 1 3     4
475 77 1 1 1 3     6
476 78 1 1 1 3     2
477 79 1 1 1 3     2
478 80 1 1 1 3     4
479 35 1 2 1 3     3
480 37 1 2 1 3     1
481 39 1 2 1 3     2
482 40 1 2 1 3     1
483 41 1 2 1 3     3
484 42 1 2 1 3     1
485 43 1 2 1 3     3
486 44 1 2 1 3     3
487 45 1 2 1 3     6
488 46 1 2 1 3     8
489 47 1 2 1 3     4
490 48 1 2 1 3    12
491 49 1 2 1 3     8
492 50 1 2 1 3     6
493 51 1 2 1 3    11
494 52 1 2 1 3    20
495 53 1 2 1 3    10
496 54 1 2 1 3    21
497 55 1 2 1 3    17
498 56 1 2 1 3     6
499 57 1 2 1 3    17
500 58 1 2 1 3    21
501 59 1 2 1 3    17
502 60 1 2 1 3    24
503 61 1 2 1 3    16
504 62 1 2 1 3    21
505 63 1 2 1 3    20
506 64 1 2 1 3    13
507 65 1 2 1 3    16
508 66 1 2 1 3    18
509 67 1 2 1 3    20
510 68 1 2 1 3    15
511 69 1 2 1 3     6
512 70 1 2 1 3    12
513 71 1 2 1 3     7
514 72 1 2 1 3     7
515 73 1 2 1 3    10
516 74 1 2 1 3     6
517 75 1 2 1 3     5
518 76 1 2 1 3     4
519 77 1 2 1 3     6
520 78 1 2 1 3     2
521 79 1 2 1 3     3
522 45 0 0 2 3     1
523 48 0 0 2 3     1
524 53 0 0 2 3     1
525 54 0 0 2 3     1
526 55 0 0 2 3     1
527 56 0 0 2 3     2
528 57 0 0 2 3     2
529 58 0 0 2 3     1
530 59 0 0 2 3     2
531 60 0 0 2 3     2
532 61 0 0 2 3     1
533 63 0 0 2 3     1
534 64 0 0 2 3     3
535 65 0 0 2 3     1
536 66 0 0 2 3     3
537 67 0 0 2 3     3
538 69 0 0 2 3     4
539 70 0 0 2 3     2
540 71 0 0 2 3     1
541 72 0 0 2 3     1
542 73 0 0 2 3     1
543 74 0 0 2 3     4
544 75 0 0 2 3     2
545 77 0 0 2 3     2
546 78 0 0 2 3     1
547 79 0 0 2 3     2
548 45 1 1 2 3     1
549 49 1 1 2 3     1
550 50 1 1 2 3     1
551 52 1 1 2 3     1
552 53 1 1 2 3     2
553 54 1 1 2 3     2
554 56 1 1 2 3     1
555 57 1 1 2 3     7
556 59 1 1 2 3     1
557 60 1 1 2 3     1
558 61 1 1 2 3     1
559 62 1 1 2 3     1
560 67 1 1 2 3     3
561 68 1 1 2 3     2
562 70 1 1 2 3     1
563 71 1 1 2 3     1
564 77 1 1 2 3     1
565 43 1 2 2 3     2
566 46 1 2 2 3     2
567 47 1 2 2 3     1
568 48 1 2 2 3     2
569 49 1 2 2 3     2
570 50 1 2 2 3     2
571 51 1 2 2 3     3
572 52 1 2 2 3     5
573 53 1 2 2 3     3
574 54 1 2 2 3     6
575 55 1 2 2 3     3
576 56 1 2 2 3     4
577 57 1 2 2 3    10
578 58 1 2 2 3     3
579 59 1 2 2 3     8
580 60 1 2 2 3     5
581 61 1 2 2 3     4
582 62 1 2 2 3     6
583 63 1 2 2 3     8
584 64 1 2 2 3     5
585 65 1 2 2 3     5
586 66 1 2 2 3     4
587 67 1 2 2 3     3
588 68 1 2 2 3     2
589 69 1 2 2 3     3
590 70 1 2 2 3     1
591 71 1 2 2 3     2
592 72 1 2 2 3     4
593 73 1 2 2 3     1
594 74 1 2 2 3     2
595 75 1 2 2 3     1
596 77 1 2 2 3     1
597 78 1 2 2 3     1
598 76 0 0 0 4     1
599 35 0 0 1 4     1
600 36 0 0 1 4     3
601 37 0 0 1 4     2
602 38 0 0 1 4     3
603 39 0 0 1 4     6
604 40 0 0 1 4     6
605 41 0 0 1 4     2
606 42 0 0 1 4     5
607 43 0 0 1 4     5
608 44 0 0 1 4    11
609 45 0 0 1 4    13
610 46 0 0 1 4    15
611 47 0 0 1 4    14
612 48 0 0 1 4    18
613 49 0 0 1 4    23
614 50 0 0 1 4    25
615 51 0 0 1 4    19
616 52 0 0 1 4    32
617 53 0 0 1 4    26
618 54 0 0 1 4    41
619 55 0 0 1 4    32
620 56 0 0 1 4    31
621 57 0 0 1 4    50
622 58 0 0 1 4    48
623 59 0 0 1 4    51
624 60 0 0 1 4    60
625 61 0 0 1 4    54
626 62 0 0 1 4    63
627 63 0 0 1 4    52
628 64 0 0 1 4    51
629 65 0 0 1 4    74
630 66 0 0 1 4    63
631 67 0 0 1 4    61
632 68 0 0 1 4    83
633 69 0 0 1 4    96
634 70 0 0 1 4    70
635 71 0 0 1 4    81
636 72 0 0 1 4    98
637 73 0 0 1 4    72
638 74 0 0 1 4    84
639 75 0 0 1 4    83
640 76 0 0 1 4    87
641 77 0 0 1 4    91
642 78 0 0 1 4    78
643 79 0 0 1 4    81
644 80 0 0 1 4    71
645 38 1 1 1 4     2
646 42 1 1 1 4     1
647 43 1 1 1 4     4
648 44 1 1 1 4     4
649 45 1 1 1 4     1
650 47 1 1 1 4     4
651 48 1 1 1 4     2
652 49 1 1 1 4     4
653 50 1 1 1 4     4
654 51 1 1 1 4     8
655 52 1 1 1 4     6
656 53 1 1 1 4     7
657 54 1 1 1 4     5
658 55 1 1 1 4    12
659 56 1 1 1 4     6
660 57 1 1 1 4     6
661 58 1 1 1 4    14
662 59 1 1 1 4    13
663 60 1 1 1 4     7
664 61 1 1 1 4    14
665 62 1 1 1 4     5
666 63 1 1 1 4     6
667 64 1 1 1 4    15
668 65 1 1 1 4     7
669 66 1 1 1 4    15
670 67 1 1 1 4     7
671 68 1 1 1 4    13
672 69 1 1 1 4    12
673 70 1 1 1 4     4
674 71 1 1 1 4    11
675 72 1 1 1 4     7
676 73 1 1 1 4     5
677 74 1 1 1 4     4
678 75 1 1 1 4     6
679 76 1 1 1 4     7
680 77 1 1 1 4     7
681 78 1 1 1 4     4
682 79 1 1 1 4     2
683 80 1 1 1 4     4
684 39 1 2 1 4     1
685 40 1 2 1 4     1
686 41 1 2 1 4     1
687 42 1 2 1 4     3
688 43 1 2 1 4     5
689 44 1 2 1 4     4
690 45 1 2 1 4     2
691 46 1 2 1 4     6
692 47 1 2 1 4     5
693 48 1 2 1 4     9
694 49 1 2 1 4    11
695 50 1 2 1 4    12
696 51 1 2 1 4    17
697 52 1 2 1 4    15
698 53 1 2 1 4    14
699 54 1 2 1 4    24
700 55 1 2 1 4    16
701 56 1 2 1 4    18
702 57 1 2 1 4    22
703 58 1 2 1 4    17
704 59 1 2 1 4    23
705 60 1 2 1 4    18
706 61 1 2 1 4    33
707 62 1 2 1 4    22
708 63 1 2 1 4    20
709 64 1 2 1 4    20
710 65 1 2 1 4    17
711 66 1 2 1 4    20
712 67 1 2 1 4    21
713 68 1 2 1 4    20
714 69 1 2 1 4    17
715 70 1 2 1 4    12
716 71 1 2 1 4    14
717 72 1 2 1 4    12
718 73 1 2 1 4     6
719 74 1 2 1 4     6
720 75 1 2 1 4     9
721 76 1 2 1 4    11
722 77 1 2 1 4     7
723 78 1 2 1 4     2
724 79 1 2 1 4     2
725 80 1 2 1 4     4
726 42 0 0 2 4     1
727 46 0 0 2 4     1
728 47 0 0 2 4     1
729 50 0 0 2 4     1
730 52 0 0 2 4     2
731 54 0 0 2 4     2
732 57 0 0 2 4     4
733 58 0 0 2 4     2
734 59 0 0 2 4     5
735 60 0 0 2 4     2
736 61 0 0 2 4     1
737 62 0 0 2 4     3
738 63 0 0 2 4     1
739 64 0 0 2 4     2
740 65 0 0 2 4     3
741 66 0 0 2 4     4
742 67 0 0 2 4     1
743 68 0 0 2 4     1
744 69 0 0 2 4     1
745 70 0 0 2 4     6
746 72 0 0 2 4     2
747 74 0 0 2 4     2
748 75 0 0 2 4     2
749 76 0 0 2 4     3
750 77 0 0 2 4     2
751 78 0 0 2 4     1
752 79 0 0 2 4     3
753 39 1 1 2 4     1
754 51 1 1 2 4     1
755 52 1 1 2 4     2
756 56 1 1 2 4     1
757 57 1 1 2 4     5
758 59 1 1 2 4     1
759 60 1 1 2 4     3
760 63 1 1 2 4     1
761 64 1 1 2 4     2
762 65 1 1 2 4     4
763 66 1 1 2 4     2
764 67 1 1 2 4     3
765 68 1 1 2 4     3
766 70 1 1 2 4     1
767 71 1 1 2 4     2
768 73 1 1 2 4     2
769 74 1 1 2 4     1
770 75 1 1 2 4     1
771 76 1 1 2 4     1
772 41 1 2 2 4     1
773 42 1 2 2 4     1
774 43 1 2 2 4     1
775 44 1 2 2 4     2
776 45 1 2 2 4     3
777 46 1 2 2 4     2
778 47 1 2 2 4     2
779 48 1 2 2 4     2
780 49 1 2 2 4     1
781 50 1 2 2 4     7
782 51 1 2 2 4     3
783 52 1 2 2 4     5
784 53 1 2 2 4     6
785 54 1 2 2 4     9
786 55 1 2 2 4     6
787 56 1 2 2 4     5
788 57 1 2 2 4     9
789 58 1 2 2 4    10
790 59 1 2 2 4     3
791 60 1 2 2 4     9
792 61 1 2 2 4     8
793 62 1 2 2 4     4
794 63 1 2 2 4     8
795 64 1 2 2 4     6
796 65 1 2 2 4     9
797 66 1 2 2 4     6
798 67 1 2 2 4     1
799 68 1 2 2 4     5
800 69 1 2 2 4     4
801 70 1 2 2 4     1
802 71 1 2 2 4     2
803 72 1 2 2 4     1
804 73 1 2 2 4     5
805 74 1 2 2 4     1
806 75 1 2 2 4     4
807 76 1 2 2 4     3
808 77 1 2 2 4     1
809 44 0 0 0 5     1
810 48 0 0 0 5     1
811 49 0 0 0 5     1
812 54 0 0 0 5     1
813 56 0 0 0 5     1
814 58 0 0 0 5     1
815 61 0 0 0 5     1
816 63 0 0 0 5     1
817 67 0 0 0 5     2
818 69 0 0 0 5     1
819 71 0 0 0 5     1
820 72 0 0 0 5     2
821 75 0 0 0 5     1
822 77 0 0 0 5     2
823 56 1 1 0 5     1
824 66 1 1 0 5     1
825 49 1 2 0 5     1
826 57 1 2 0 5     1
827 74 1 2 0 5     1
828 37 0 0 1 5     3
829 39 0 0 1 5     3
830 40 0 0 1 5     3
831 41 0 0 1 5     6
832 42 0 0 1 5     8
833 43 0 0 1 5     6
834 44 0 0 1 5     5
835 45 0 0 1 5    14
836 46 0 0 1 5    10
837 47 0 0 1 5    11
838 48 0 0 1 5    11
839 49 0 0 1 5    20
840 50 0 0 1 5    25
841 51 0 0 1 5    24
842 52 0 0 1 5    30
843 53 0 0 1 5    21
844 54 0 0 1 5    39
845 55 0 0 1 5    25
846 56 0 0 1 5    34
847 57 0 0 1 5    50
848 58 0 0 1 5    34
849 59 0 0 1 5    53
850 60 0 0 1 5    55
851 61 0 0 1 5    72
852 62 0 0 1 5    75
853 63 0 0 1 5    51
854 64 0 0 1 5    64
855 65 0 0 1 5    68
856 66 0 0 1 5    63
857 67 0 0 1 5    86
858 68 0 0 1 5    81
859 69 0 0 1 5    74
860 70 0 0 1 5    76
861 71 0 0 1 5    72
862 72 0 0 1 5    89
863 73 0 0 1 5    69
864 74 0 0 1 5    79
865 75 0 0 1 5    87
866 76 0 0 1 5    82
867 77 0 0 1 5    81
868 78 0 0 1 5    76
869 79 0 0 1 5    75
870 80 0 0 1 5    77
871 39 1 1 1 5     1
872 40 1 1 1 5     1
873 41 1 1 1 5     1
874 44 1 1 1 5     3
875 46 1 1 1 5     4
876 48 1 1 1 5     3
877 49 1 1 1 5     6
878 50 1 1 1 5     2
879 51 1 1 1 5     4
880 52 1 1 1 5     6
881 53 1 1 1 5     5
882 54 1 1 1 5     9
883 55 1 1 1 5     8
884 56 1 1 1 5     8
885 57 1 1 1 5     4
886 58 1 1 1 5    10
887 59 1 1 1 5     6
888 60 1 1 1 5     8
889 61 1 1 1 5     9
890 62 1 1 1 5     3
891 63 1 1 1 5     8
892 64 1 1 1 5     9
893 65 1 1 1 5     9
894 66 1 1 1 5     9
895 67 1 1 1 5     4
896 68 1 1 1 5     4
897 69 1 1 1 5     9
898 70 1 1 1 5     8
899 71 1 1 1 5    13
900 72 1 1 1 5     5
901 73 1 1 1 5     9
902 74 1 1 1 5     5
903 75 1 1 1 5     2
904 76 1 1 1 5     4
905 77 1 1 1 5     2
906 78 1 1 1 5     5
907 79 1 1 1 5     1
908 80 1 1 1 5     2
909 36 1 2 1 5     1
910 37 1 2 1 5     1
911 40 1 2 1 5     1
912 41 1 2 1 5     2
913 42 1 2 1 5     6
914 43 1 2 1 5     4
915 44 1 2 1 5     7
916 45 1 2 1 5     6
917 46 1 2 1 5     8
918 47 1 2 1 5     8
919 48 1 2 1 5    11
920 49 1 2 1 5    13
921 50 1 2 1 5     9
922 51 1 2 1 5    11
923 52 1 2 1 5    16
924 53 1 2 1 5    11
925 54 1 2 1 5    16
926 55 1 2 1 5    16
927 56 1 2 1 5    16
928 57 1 2 1 5    16
929 58 1 2 1 5    18
930 59 1 2 1 5    20
931 60 1 2 1 5    20
932 61 1 2 1 5    16
933 62 1 2 1 5    20
934 63 1 2 1 5    20
935 64 1 2 1 5    13
936 65 1 2 1 5    13
937 66 1 2 1 5    16
938 67 1 2 1 5    14
939 68 1 2 1 5    23
940 69 1 2 1 5    20
941 70 1 2 1 5    16
942 71 1 2 1 5    13
943 72 1 2 1 5    10
944 73 1 2 1 5    13
945 74 1 2 1 5     6
946 75 1 2 1 5     6
947 76 1 2 1 5     8
948 77 1 2 1 5     4
949 78 1 2 1 5     1
950 79 1 2 1 5     4
951 80 1 2 1 5     1
952 43 0 0 2 5     1
953 48 0 0 2 5     1
954 49 0 0 2 5     1
955 50 0 0 2 5     1
956 51 0 0 2 5     3
957 53 0 0 2 5     1
958 55 0 0 2 5     1
959 56 0 0 2 5     3
960 57 0 0 2 5     1
961 58 0 0 2 5     3
962 59 0 0 2 5     1
963 61 0 0 2 5     4
964 63 0 0 2 5     2
965 65 0 0 2 5     1
966 66 0 0 2 5     2
967 67 0 0 2 5     3
968 68 0 0 2 5     2
969 69 0 0 2 5     1
